15;47;27.754;0;3.146;39.2702620412206;37.36;30.55
15;47;27.804;0;3.14;39.2702620412206;37.36;30.55
15;47;27.854;0;3.132;39.2702620412206;37.36;30.55
15;47;27.904;0;3.117;39.2702620412206;37.36;30.55
15;47;27.954;0;3.1;39.3545870078782;37.36;30.55
15;47;28.004;0;3.08;39.3545870078782;37.36;30.55
15;47;28.054;0;3.058;39.3545870078782;37.36;30.55
15;47;28.104;0;3.032;39.3545870078782;37.36;30.55
15;47;28.154;0;3.002;39.3545870078782;37.36;30.55
15;47;28.204;0;2.969;39.3545870078782;37.36;30.55
15;47;28.254;0;2.933;39.4472271300409;37.36;30.55
15;47;28.304;0;2.894;39.4472271300409;37.36;30.55
15;47;28.354;0;2.855;39.4472271300409;37.36;30.55
15;47;28.404;0;2.82;39.4472271300409;37.36;30.55
15;47;28.133;7.88;2.796;39.5416873090372;37.36;30.53
15;47;28.183;7.88;2.792;39.5416873090372;37.36;30.53
15;47;28.233;7.88;2.788;39.5416873090372;37.36;30.53
15;47;28.283;7.88;2.782;39.5416873090372;37.36;30.53
15;47;28.333;7.88;2.778;39.5416873090372;37.36;30.53
15;47;28.383;7.88;2.773;39.5416873090372;37.36;30.53
15;47;28.433;7.88;2.77;39.5416873090372;37.36;30.53
15;47;28.483;7.88;2.766;39.5416873090372;37.36;30.53
15;47;28.533;7.88;2.761;39.5416873090372;37.36;30.53
15;47;28.583;7.88;2.757;39.5416873090372;37.36;30.53
15;47;28.633;7.88;2.753;39.5416873090372;37.36;30.53
15;47;28.683;7.88;2.749;39.5416873090372;37.36;30.53
15;47;28.733;7.88;2.745;39.5416873090372;37.36;30.53
15;47;28.783;7.88;2.742;39.5416873090372;37.36;30.53
15;47;29.12;74.74;2.727;39.5416873090372;37.39;30.45
15;47;29.17;74.74;2.724;39.5416873090372;37.39;30.45
15;47;29.22;74.74;2.72;39.7306076670298;37.39;30.45
15;47;29.27;74.74;2.717;39.7306076670298;37.39;30.45
15;47;29.32;74.74;2.713;39.6361474880335;37.39;30.45
15;47;29.37;74.74;2.709;39.6361474880335;37.39;30.45
15;47;29.42;74.74;2.706;39.6361474880335;37.39;30.45
15;47;29.47;74.74;2.702;39.6361474880335;37.39;30.45
15;47;29.52;74.74;2.698;39.7306076670298;37.39;30.45
15;47;29.57;74.74;2.695;39.7306076670298;37.39;30.45
15;47;29.62;74.74;2.691;39.825067846026;37.39;30.45
15;47;29.67;74.74;2.687;39.825067846026;37.39;30.45
15;47;29.72;74.74;2.684;39.825067846026;37.39;30.45
15;47;29.77;74.74;2.68;39.825067846026;37.39;30.45
15;47;29.953;80.08;2.668;39.9195280250223;37.43;30.53
15;47;30.003;80.08;2.665;39.9195280250223;37.43;30.53
15;47;30.053;80.08;2.663;40.0139882040186;37.43;30.53
15;47;30.103;80.08;2.661;40.0139882040186;37.43;30.53
15;47;30.153;80.08;2.658;40.0139882040186;37.43;30.53
15;47;30.203;80.08;2.656;40.0139882040186;37.43;30.53
15;47;30.253;80.08;2.654;40.1084483830149;37.43;30.53
15;47;30.303;80.08;2.653;40.1084483830149;37.43;30.53
15;47;30.353;80.08;2.65;40.2029085620112;37.43;30.53
15;47;30.403;80.08;2.648;40.2029085620112;37.43;30.53
15;47;30.453;80.08;2.646;40.2029085620112;37.43;30.53
15;47;30.503;80.08;2.643;40.2029085620112;37.43;30.53
15;47;30.553;80.08;2.64;40.2029085620112;37.43;30.53
15;47;30.603;80.08;2.638;40.2029085620112;37.43;30.53
15;47;30.795;84.46;2.631;40.2973687410075;37.44;30.5
15;47;30.845;84.46;2.63;40.2973687410075;37.44;30.5
15;47;30.895;84.46;2.627;40.3918289200038;37.44;30.5
15;47;30.945;84.46;2.624;40.3918289200038;37.44;30.5
15;47;30.995;84.46;2.622;40.4862890990001;37.44;30.5
15;47;31.045;84.46;2.619;40.4862890990001;37.44;30.5
15;47;31.095;84.46;2.619;40.5807492779963;37.44;30.5
15;47;31.145;84.46;2.616;40.5807492779963;37.44;30.5
15;47;31.195;84.46;2.615;40.5807492779963;37.44;30.5
15;47;31.245;84.46;2.612;40.5807492779963;37.44;30.5
15;47;31.295;84.46;2.61;40.6752094569926;37.44;30.5
15;47;31.345;84.46;2.607;40.6752094569926;37.44;30.5
15;47;31.395;84.46;2.605;40.7696696359889;37.44;30.5
15;47;31.445;84.46;2.604;40.7696696359889;37.44;30.5
